customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_category,loan_category,Interest_Rate_Category(%),age_group,employment_duration_bucket,cred_hist_bucket
30212.0,36,38160,RENT,3.0,EDUCATION,C,6000,12.61,6,NEW,17,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30214.0,42,33564,RENT,5.0,PERSONAL,D,6000,16.29,2,N,15,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,16 - 20
30215.0,38,49853,MORTGAGE,19.0,EDUCATION,D,12000,13.3,8,Y,11,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",13.01 - 17,35 - 44,16 - 20,11 - 15
30218.0,36,49901,MORTGAGE,13.0,HOMEIMPROVEMENT,C,8400,13.61,6,Y,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,11 - 15,11 - 15
30219.0,39,40000,RENT,5.0,PERSONAL,D,6000,14.54,9,NEW,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,16 - 20
30220.0,36,50000,MORTGAGE,7.0,PERSONAL,A,5000,7.51,6,NEW,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,6 - 10,16 - 20
30221.0,38,41280,RENT,3.0,DEBTCONSOLIDATION,C,6000,13.61,8,Y,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,16 - 20
30223.0,42,44000,RENT,0.0,DEBTCONSOLIDATION,A,6000,9.63,2,Y,14,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30224.0,39,44500,RENT,5.0,MEDICAL,A,6000,7.88,9,NEW,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,6 - 10,16 - 20
30226.0,38,45000,RENT,6.0,EDUCATION,B,6000,11.71,8,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30227.0,36,45000,RENT,14.0,DEBTCONSOLIDATION,B,6000,9.99,6,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,11 - 15,11 - 15
30228.0,37,45000,RENT,0.0,EDUCATION,C,6000,12.61,7,NEW,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30229.0,36,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,6.03,6,NEW,13,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,35 - 44,6 - 10,11 - 15
30230.0,37,46000,RENT,4.0,EDUCATION,B,6000,11.49,7,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30231.0,37,50000,MORTGAGE,15.0,VENTURE,A,8400,6.03,7,NEW,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,16 - 20,11 - 15
30232.0,37,50000,MORTGAGE,0.0,PERSONAL,A,3200,7.51,7,NEW,17,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,35 - 44,0 - 5,16 - 20
30233.0,39,46500,RENT,13.0,PERSONAL,A,6000,6.99,9,NEW,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,11 - 15,11 - 15
30235.0,43,48000,RENT,1.0,PERSONAL,B,6000,11.14,3,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30236.0,39,42000,RENT,2.0,PERSONAL,E,6000,17.58,9,N,12,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",17.01 - 21,35 - 44,0 - 5,11 - 15
30237.0,40,48000,RENT,1.0,VENTURE,B,6000,10.08,4,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30238.0,44,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,6000,11.99,4,NEW,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30240.0,37,50000,MORTGAGE,4.0,EDUCATION,A,2325,6.99,7,NEW,17,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,35 - 44,0 - 5,16 - 20
30241.0,41,50000,RENT,0.0,PERSONAL,B,6000,8.88,1,NEW,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,16 - 20
30243.0,37,44000,RENT,0.0,VENTURE,D,6000,17.04,7,Y,17,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",17.01 - 21,35 - 44,0 - 5,16 - 20
30244.0,41,50000,RENT,0.0,MEDICAL,B,6000,10.71,1,NEW,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30245.0,38,50004,RENT,2.0,HOMEIMPROVEMENT,C,6000,13.79,8,Y,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30246.0,43,50000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,10.0,3,NEW,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,11 - 15,16 - 20
30247.0,47,52000,RENT,3.0,PERSONAL,B,6000,10.99,7,NEW,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,45 - 54,0 - 5,16 - 20
30248.0,36,52000,RENT,0.0,EDUCATION,B,6000,9.99,6,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30249.0,43,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,9.63,3,NEW,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30252.0,39,55000,RENT,2.0,EDUCATION,C,6000,12.99,9,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30254.0,48,49000,RENT,2.0,EDUCATION,D,6000,14.09,8,Y,11,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,45 - 54,0 - 5,11 - 15
30255.0,43,50000,OWN,3.0,MEDICAL,C,5000,13.35,3,Y,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30257.0,40,55182,RENT,0.0,VENTURE,A,6000,6.99,4,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30258.0,44,44000,MORTGAGE,2.0,VENTURE,C,5000,12.23,4,Y,12,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30259.0,37,50000,MORTGAGE,0.0,EDUCATION,A,20000,6.17,7,NEW,12,NO DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,35 - 44,0 - 5,11 - 15
30260.0,43,57000,RENT,3.0,EDUCATION,B,6000,10.75,3,NEW,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30261.0,42,57996,RENT,26.0,VENTURE,A,6000,8.59,2,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,26 - 30,11 - 15
30262.0,48,59000,RENT,2.0,EDUCATION,A,6000,5.99,8,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,45 - 54,0 - 5,11 - 15
30263.0,39,60000,RENT,2.0,DEBTCONSOLIDATION,C,6000,15.27,9,NEW,14,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30264.0,38,60000,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.57,8,Y,15,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,16 - 20
30266.0,38,50000,MORTGAGE,4.0,VENTURE,B,10000,11.86,8,NEW,11,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30268.0,41,50000,MORTGAGE,24.0,DEBTCONSOLIDATION,A,5000,6.76,1,NEW,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,21 - 25,11 - 15
30269.0,36,31000,RENT,3.0,VENTURE,A,7100,8.9,6,Y,12,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30270.0,36,50000,MORTGAGE,2.0,MEDICAL,C,16000,13.48,6,NEW,15,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,35 - 44,0 - 5,16 - 20
30271.0,36,50000,MORTGAGE,13.0,PERSONAL,C,12250,12.73,6,NEW,12,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,35 - 44,11 - 15,11 - 15
30272.0,37,24000,RENT,4.0,MEDICAL,A,7000,6.92,7,NEW,14,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30273.0,40,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000,14.96,4,Y,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,16 - 20
30274.0,46,65000,RENT,1.0,EDUCATION,B,6000,12.69,6,NEW,13,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,45 - 54,0 - 5,11 - 15
30276.0,49,50000,MORTGAGE,8.0,PERSONAL,C,15850,14.26,9,NEW,17,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,45 - 54,6 - 10,16 - 20
30277.0,38,50000,MORTGAGE,6.0,PERSONAL,D,3000,15.05,8,NEW,12,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",13.01 - 17,35 - 44,6 - 10,11 - 15
30278.0,48,66000,RENT,6.0,VENTURE,B,6000,11.89,8,NEW,11,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,45 - 54,6 - 10,11 - 15
30279.0,42,66500,RENT,8.0,VENTURE,B,6000,10.25,2,N,15,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30282.0,36,50000,OWN,1.0,HOMEIMPROVEMENT,B,15200,12.21,6,N,15,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30283.0,39,50000,MORTGAGE,1.0,EDUCATION,A,8000,7.68,9,N,14,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30284.0,47,70000,RENT,3.0,HOMEIMPROVEMENT,A,6000,8.49,7,N,12,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,45 - 54,0 - 5,11 - 15
30285.0,44,70000,RENT,15.0,DEBTCONSOLIDATION,A,6000,5.79,4,N,16,DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,16 - 20,16 - 20
30284.0,47,70000,RENT,3.0,HOMEIMPROVEMENT,A,6000,8.49,7,N,12,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,45 - 54,0 - 5,11 - 15
30285.0,44,70000,RENT,15.0,DEBTCONSOLIDATION,A,6000,5.79,4,N,16,DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,16 - 20,16 - 20
30287.0,39,70000,RENT,1.0,HOMEIMPROVEMENT,A,6000,8.94,9,N,12,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30288.0,40,71599,RENT,0.0,EDUCATION,A,6000,9.63,4,N,17,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30289.0,49,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,9.07,9,N,15,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,45 - 54,0 - 5,16 - 20
30290.0,43,72000,RENT,5.0,MEDICAL,B,6000,12.42,3,N,17,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30291.0,50,56100,RENT,3.0,MEDICAL,D,6000,16.49,5,Y,14,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,45 - 54,0 - 5,11 - 15
30293.0,36,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,9400,13.3,6,N,15,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,16 - 20
30294.0,37,74568,RENT,0.0,VENTURE,C,6000,14.26,7,N,17,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,16 - 20
30295.0,36,44004,MORTGAGE,1.0,MEDICAL,B,1800,10.0,6,N,13,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30296.0,39,60520,RENT,6.0,MEDICAL,D,6000,15.33,9,Y,15,DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,16 - 20
30297.0,38,78000,RENT,2.0,MEDICAL,A,6000,6.99,8,N,15,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,16 - 20
30298.0,41,78000,RENT,3.0,HOMEIMPROVEMENT,B,6000,9.63,1,N,11,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30299.0,37,79000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.0,7,N,16,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30301.0,46,50004,MORTGAGE,5.0,PERSONAL,A,3000,8.59,6,N,13,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,45 - 54,6 - 10,11 - 15
30302.0,38,80000,RENT,17.0,PERSONAL,B,6000,11.83,8,N,12,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,35 - 44,16 - 20,11 - 15
30303.0,40,80000,RENT,0.0,MEDICAL,A,6000,8.94,4,N,11,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30304.0,36,80000,RENT,7.0,HOMEIMPROVEMENT,C,6000,12.87,6,N,16,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30305.0,48,50016,OTHER,1.0,MEDICAL,B,10400,11.58,8,N,11,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,45 - 54,0 - 5,11 - 15
30306.0,39,86000,RENT,19.0,HOMEIMPROVEMENT,D,6000,14.84,9,Y,13,NO DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,35 - 44,16 - 20,11 - 15
30307.0,37,86000,RENT,0.0,PERSONAL,A,6000,7.14,7,N,17,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,16 - 20
30308.0,36,50400,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12700,7.29,6,N,13,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,35 - 44,6 - 10,11 - 15
30309.0,46,105000,RENT,4.0,EDUCATION,A,6000,7.14,6,N,16,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,45 - 54,0 - 5,16 - 20
30310.0,42,110000,RENT,5.0,MEDICAL,A,6000,8.9,2,N,14,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,35 - 44,6 - 10,11 - 15
30312.0,41,50780,MORTGAGE,14.0,PERSONAL,B,6000,10.99,1,N,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,11 - 15,16 - 20
30313.0,42,51000,OWN,6.0,VENTURE,B,18000,9.91,2,N,13,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30314.0,42,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,8.49,2,N,14,NO DEFAULT,"$40,001 - $60,000","$20,001+",5 - 9,35 - 44,6 - 10,11 - 15
30315.0,36,25000,RENT,2.0,PERSONAL,B,6200,9.91,6,N,14,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30316.0,40,44000,RENT,9.0,MEDICAL,A,6200,5.42,4,N,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,6 - 10,16 - 20
30317.0,43,33500,RENT,4.0,PERSONAL,C,6225,14.79,3,N,17,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,16 - 20
30318.0,45,51000,MORTGAGE,2.0,MEDICAL,A,7000,7.88,5,N,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,45 - 54,0 - 5,11 - 15
30319.0,37,55000,RENT,3.0,HOMEIMPROVEMENT,D,7000,16.32,7,Y,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30320.0,41,51000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14500,8.94,1,N,11,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,35 - 44,11 - 15,11 - 15
30321.0,36,51000,MORTGAGE,2.0,VENTURE,B,1000,11.83,6,N,12,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30322.0,37,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12800,12.84,7,N,12,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30323.0,44,57600,RENT,12.0,PERSONAL,A,7000,7.4,4,N,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,11 - 15,11 - 15
30324.0,48,57996,RENT,2.0,HOMEIMPROVEMENT,C,7000,13.61,8,Y,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,45 - 54,0 - 5,11 - 15
30325.0,36,51000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4775,11.14,6,N,14,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30326.0,39,51000,OWN,12.0,EDUCATION,C,12000,11.34,9,N,17,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,35 - 44,11 - 15,16 - 20
30327.0,36,52000,RENT,2.0,DEBTCONSOLIDATION,C,7000,13.85,6,N,11,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30329.0,36,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,7.88,6,N,12,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30330.0,42,55392,RENT,17.0,DEBTCONSOLIDATION,D,7000,15.95,2,Y,15,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,16 - 20,16 - 20
30331.0,50,51500,OWN,7.0,VENTURE,A,10875,7.49,5,N,14,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,45 - 54,6 - 10,11 - 15
30332.0,38,62000,RENT,5.0,EDUCATION,B,7000,10.62,8,N,14,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30333.0,46,51600,MORTGAGE,16.0,PERSONAL,A,10000,7.51,6,N,17,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,45 - 54,16 - 20,16 - 20
30334.0,38,65000,RENT,2.0,VENTURE,A,7000,7.88,8,N,11,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30335.0,36,51996,OWN,7.0,HOMEIMPROVEMENT,B,8500,11.49,6,N,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30336.0,40,68000,RENT,12.0,HOMEIMPROVEMENT,A,7000,7.51,4,N,11,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,11 - 15,11 - 15
30337.0,39,73882,RENT,17.0,MEDICAL,B,7000,9.91,9,N,13,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,16 - 20,11 - 15
30338.0,36,51996,MORTGAGE,8.0,MEDICAL,B,7500,10.51,6,N,15,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30340.0,36,75000,RENT,12.0,MEDICAL,A,7000,6.92,6,N,17,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,11 - 15,16 - 20
30341.0,36,46000,MORTGAGE,6.0,PERSONAL,C,5350,15.27,6,N,12,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,6 - 10,11 - 15
30343.0,38,52000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,5000,10.99,8,N,15,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,11 - 15,16 - 20
30344.0,42,97600,RENT,0.0,EDUCATION,A,7000,8.9,2,N,13,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30345.0,47,52000,MORTGAGE,4.0,MEDICAL,A,12000,7.29,7,N,16,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,45 - 54,0 - 5,16 - 20
30346.0,37,52000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6000,8.88,7,N,16,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,16 - 20
30348.0,37,14400,RENT,2.0,PERSONAL,A,6950,7.66,7,N,13,DEFAULT,"$0 - $20,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30349.0,38,52000,OWN,3.0,PERSONAL,D,8000,15.21,8,N,13,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30350.0,36,52000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2275,11.86,6,N,12,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30351.0,40,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15250,11.86,4,N,12,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30352.0,36,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,7.51,6,N,14,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30353.0,37,21600,RENT,4.0,MEDICAL,A,6500,8.49,7,N,12,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30354.0,38,52000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15250,7.88,8,N,15,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",5 - 9,35 - 44,0 - 5,16 - 20
30355.0,36,24000,RENT,3.0,MEDICAL,A,6500,7.29,6,N,13,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30356.0,41,28800,RENT,2.0,MEDICAL,B,6500,12.69,1,N,15,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,16 - 20
30357.0,37,30000,RENT,6.0,MEDICAL,B,6500,10.37,7,N,11,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,35 - 44,6 - 10,11 - 15
30358.0,41,30600,RENT,0.0,DEBTCONSOLIDATION,B,6500,10.65,1,N,12,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30359.0,47,31400,RENT,1.0,VENTURE,A,6500,9.32,7,Y,16,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,45 - 54,0 - 5,16 - 20
30361.0,44,52000,MORTGAGE,2.0,VENTURE,A,6000,8.59,4,N,11,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,11 - 15
30362.0,36,52000,OWN,8.0,VENTURE,A,3000,9.63,6,N,15,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,35 - 44,6 - 10,16 - 20
30363.0,41,52000,MORTGAGE,25.0,DEBTCONSOLIDATION,A,1500,8.32,1,N,14,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,35 - 44,26 - 30,11 - 15
30364.0,47,52000,OWN,2.0,VENTURE,B,5000,10.08,7,N,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,45 - 54,0 - 5,11 - 15
30365.0,39,42000,RENT,4.0,MEDICAL,C,6500,13.99,9,Y,14,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30366.0,37,52188,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000,5.79,7,N,17,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,35 - 44,11 - 15,16 - 20
30369.0,42,52400,MORTGAGE,14.0,HOMEIMPROVEMENT,B,21000,10.38,2,N,13,NO DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,35 - 44,11 - 15,11 - 15
30371.0,39,53000,RENT,15.0,EDUCATION,A,6500,7.29,9,N,17,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,35 - 44,16 - 20,16 - 20
30372.0,38,55000,RENT,0.0,EDUCATION,C,6500,11.03,8,Y,12,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30373.0,40,60000,RENT,0.0,DEBTCONSOLIDATION,B,6500,11.11,4,N,13,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",9.01 - 13,35 - 44,0 - 5,11 - 15
30374.0,36,52660,MORTGAGE,2.0,HOMEIMPROVEMENT,C,15000,13.16,6,Y,13,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,35 - 44,0 - 5,11 - 15
30375.0,40,75000,RENT,3.0,EDUCATION,A,6500,7.9,4,N,15,NO DEFAULT,"$60,001 - $80,000","$5,001 - $10,000",5 - 9,35 - 44,0 - 5,16 - 20
